review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,identified_themes
403,السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,Bank of Abyssinia,Google Play,NEGATIVE,0.5818164348602295,
404,tamaam kamal,1,2025-09-04,Bank of Abyssinia,Google Play,POSITIVE,0.9918873906135559,
405,በጣም ሐሪፍ,5,2025-09-03,Bank of Abyssinia,Google Play,NEGATIVE,0.7850591540336609,
406,great 👍,5,2025-09-02,Bank of Abyssinia,Google Play,POSITIVE,0.9997692704200745,
407,goof,4,2025-09-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9975278973579407,
408,absiniya banki,5,2025-08-29,Bank of Abyssinia,Google Play,NEGATIVE,0.90830397605896,
409,has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9996929168701172,
410,One of the best in this business,5,2025-08-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998694658279419,
411,Excellent,5,2025-08-20,Bank of Abyssinia,Google Play,POSITIVE,0.9998434782028198,
412,besat🥰,5,2025-08-19,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
413,unlimited experience,5,2025-08-18,Bank of Abyssinia,Google Play,POSITIVE,0.9997161030769348,
414,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9991239905357361,
415,very nice mobile banking app my favourite,5,2025-08-16,Bank of Abyssinia,Google Play,POSITIVE,0.9997608065605164,
416,"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9977737069129944,
417,best apps,5,2025-08-15,Bank of Abyssinia,Google Play,POSITIVE,0.999784529209137,
418,the worst app ever to exist in a bank history,1,2025-08-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9997841715812683,
419,thank you,5,2025-08-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998352527618408,
420,Best mobile app in the country,5,2025-08-14,Bank of Abyssinia,Google Play,POSITIVE,0.999710738658905,
421,not fast,2,2025-08-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9949790835380554,
422,keeps freezing at the front page.,1,2025-08-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9948282837867737,
423,it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9996861219406128,
424,abseniya bank app,5,2025-08-08,Bank of Abyssinia,Google Play,NEGATIVE,0.6962245106697083,
425,yes goode app,5,2025-08-03,Bank of Abyssinia,Google Play,POSITIVE,0.9997490048408508,
426,Great App,5,2025-08-02,Bank of Abyssinia,Google Play,POSITIVE,0.999821126461029,
427,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,Bank of Abyssinia,Google Play,NEGATIVE,0.999749481678009,
428,ረጀብነሱ,1,2025-07-31,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
429,The Worst Mobile Banking App.,1,2025-07-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9997994303703308,
430,giod,5,2025-07-30,Bank of Abyssinia,Google Play,POSITIVE,0.9893913269042969,
431,best bank in ethiopia,5,2025-07-29,Bank of Abyssinia,Google Play,POSITIVE,0.999733030796051,
432,waqayyoo,5,2025-07-28,Bank of Abyssinia,Google Play,POSITIVE,0.5036855340003967,
433,please is not working,2,2025-07-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9997643828392029,
434,nothing when I need to install the Apk it say that re-up date,5,2025-07-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9985933899879456,
435,I can log in from any where,5,2025-07-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9497752785682678,
436,😇,3,2025-07-21,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
437,no proplem,5,2025-07-20,Bank of Abyssinia,Google Play,NEGATIVE,0.991222620010376,
438,👍👍👍,5,2025-07-20,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
439,excellent app,5,2025-07-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998356103897095,
440,good work,5,2025-07-15,Bank of Abyssinia,Google Play,POSITIVE,0.9998413324356079,
441,☹️,5,2025-07-15,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
442,excellent,5,2025-07-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998434782028198,
443,Great BoA,5,2025-07-14,Bank of Abyssinia,Google Play,POSITIVE,0.9992689490318298,
444,Good,5,2025-07-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,
445,Okay,4,2025-07-13,Bank of Abyssinia,Google Play,POSITIVE,0.9997709393501282,
446,not working,1,2025-07-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997778534889221,
447,This App is Getting worse and worse with every update,2,2025-07-11,Bank of Abyssinia,Google Play,NEGATIVE,0.999568521976471,
448,ምርጥ ነው,1,2025-07-10,Bank of Abyssinia,Google Play,NEGATIVE,0.7850591540336609,
449,nice,5,2025-07-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,
450,meku,5,2025-07-07,Bank of Abyssinia,Google Play,POSITIVE,0.9421749114990234,
451,awasome app go a head,5,2025-07-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9980922341346741,
452,it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9994389414787292,
453,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",3,2025-07-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9973018169403076,
454,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9851245284080505,
455,wow,5,2025-07-01,Bank of Abyssinia,Google Play,POSITIVE,0.999592125415802,
456,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9996988773345947,
457,amazing Banks App👌👌,3,2025-06-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998063445091248,
458,good App fore me,5,2025-06-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998444318771362,
459,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9995253086090088,
460,fantastic,5,2025-06-22,Bank of Abyssinia,Google Play,POSITIVE,0.9998743534088135,
461,👍,4,2025-06-21,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
462,it's nice to use.,5,2025-06-21,Bank of Abyssinia,Google Play,POSITIVE,0.999835729598999,
463,app doesn't start,1,2025-06-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9973676800727844,
464,Excellent application,5,2025-06-18,Bank of Abyssinia,Google Play,POSITIVE,0.9998571872711182,
465,its very bad app its very slow,1,2025-06-17,Bank of Abyssinia,Google Play,NEGATIVE,0.9998086094856262,
466,ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Bank of Abyssinia,Google Play,NEGATIVE,0.8337253928184509,
467,Good job!,5,2025-06-13,Bank of Abyssinia,Google Play,POSITIVE,0.9998481273651123,
468,best financial app.,5,2025-06-12,Bank of Abyssinia,Google Play,POSITIVE,0.9997761845588684,
469,ቆንጆ ነው በርቱ,5,2025-06-11,Bank of Abyssinia,Google Play,NEGATIVE,0.8337253928184509,
470,the worst app humans ever created,1,2025-06-09,Bank of Abyssinia,Google Play,NEGATIVE,0.9998008608818054,
471,it's not working,3,2025-06-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9997857213020325,
472,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9994151592254639,
473,exceptional,5,2025-06-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998514652252197,
474,BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play,POSITIVE,0.9984728693962097,
475,this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9934743046760559,
476,BoA system is confartable,5,2025-06-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9980142116546631,
477,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9998049139976501,
478,Good service.,3,2025-05-25,Bank of Abyssinia,Google Play,POSITIVE,0.9998533725738525,
479,the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play,NEGATIVE,0.998525083065033,
480,You guys keeps getting worst,1,2025-05-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9997075200080872,
481,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9990266561508179,
482,BoA,2,2025-05-20,Bank of Abyssinia,Google Play,NEGATIVE,0.7410539388656616,
483,but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9952228665351868,
484,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play,NEGATIVE,0.9997984766960144,
485,amazing,5,2025-05-18,Bank of Abyssinia,Google Play,POSITIVE,0.999875545501709,
486,"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9992283582687378,
487,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9994921684265137,
488,liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play,POSITIVE,0.9996829032897949,
489,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9989790916442871,
490,it's really good 👍,5,2025-04-23,Bank of Abyssinia,Google Play,POSITIVE,0.9998701810836792,
491,Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play,NEGATIVE,0.9995198249816895,
492,"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play,NEGATIVE,0.9997255206108093,
493,Best,2,2025-04-19,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,
494,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9996699094772339,
495,yideg,1,2025-04-18,Bank of Abyssinia,Google Play,NEGATIVE,0.7675807476043701,
496,great boa,5,2025-04-10,Bank of Abyssinia,Google Play,POSITIVE,0.9992689490318298,
497,boa of mobile backing,5,2025-04-09,Bank of Abyssinia,Google Play,NEGATIVE,0.980626106262207,
498,faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play,POSITIVE,0.97221440076828,
499,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play,NEGATIVE,0.9996716976165771,
500,it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia,Google Play,NEGATIVE,0.999774158000946,
501,like,5,2025-04-06,Bank of Abyssinia,Google Play,POSITIVE,0.9910564422607422,
502,it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9998013377189636,
503,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play,POSITIVE,0.9575353264808655,
504,after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play,NEGATIVE,0.585686206817627,
505,good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9693678617477417,
506,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9990907907485962,
507,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play,NEGATIVE,0.9973751306533813,
508,good application,5,2025-03-30,Bank of Abyssinia,Google Play,POSITIVE,0.999854564666748,
509,this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9995684027671814,
510,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9996182918548584,
511,always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9995555281639099,
512,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia,Google Play,NEGATIVE,0.9997418522834778,
513,"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9998050332069397,
514,great BoA,5,2025-03-22,Bank of Abyssinia,Google Play,POSITIVE,0.9992689490318298,
515,best,5,2025-03-21,Bank of Abyssinia,Google Play,POSITIVE,0.9997941851615906,
516,i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9988333582878113,
517,there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9994422793388367,
518,"For anyone who wants to download it, just don't!!!",1,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9993981122970581,
519,wonderful,5,2025-03-19,Bank of Abyssinia,Google Play,POSITIVE,0.9998772144317627,
520,all worck,5,2025-03-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9971314668655396,
521,Loved it,5,2025-03-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998797178268433,
522,Wow,1,2025-03-14,Bank of Abyssinia,Google Play,POSITIVE,0.999592125415802,
523,"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9985970854759216,
524,Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play,POSITIVE,0.9998570680618286,
525,"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9974843263626099,
526,BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia,Google Play,NEGATIVE,0.8457720279693604,
527,"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9994600415229797,
528,Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play,NEGATIVE,0.9741678237915039,
529,what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998214840888977,
530,Wonderfull app,5,2025-03-08,Bank of Abyssinia,Google Play,POSITIVE,0.9998815059661865,
531,i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9993101358413696,
532,Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9997013211250305,
533,bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play,NEGATIVE,0.9998133778572083,
534,AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play,NEGATIVE,0.9959415793418884,
535,Good app,5,2025-03-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998493194580078,
536,"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9916398525238037,
537,It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9956711530685425,
538,Very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9998043179512024,
539,It's not opening. Really frustrating,1,2025-03-01,Bank of Abyssinia,Google Play,NEGATIVE,0.9997020363807678,
540,Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia,Google Play,POSITIVE,0.9997394680976868,
541,Not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play,NEGATIVE,0.9972773194313049,
542,Thank you BoA,5,2025-02-23,Bank of Abyssinia,Google Play,POSITIVE,0.9998399019241333,
543,best banking app in the wworld,5,2025-02-22,Bank of Abyssinia,Google Play,POSITIVE,0.999572217464447,
544,Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia,Google Play,POSITIVE,0.999751627445221,
545,"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9992678761482239,
546,This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play,POSITIVE,0.9977995753288269,
547,The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play,NEGATIVE,0.9997331500053406,
548,Best bank,5,2025-02-08,Bank of Abyssinia,Google Play,POSITIVE,0.9997438788414001,
549,Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Bank of Abyssinia,Google Play,POSITIVE,0.9997236132621765,
550,🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
551,I have been using this app for two years.It is amazing.,5,2025-02-01,Bank of Abyssinia,Google Play,POSITIVE,0.9998595714569092,
552,Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play,POSITIVE,0.9998576641082764,
553,Sad experience,1,2025-01-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9990687966346741,
554,Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9994439482688904,
555,"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play,NEGATIVE,0.6387051343917847,
556,I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia,Google Play,NEGATIVE,0.9946038126945496,
557,Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play,NEGATIVE,0.9976611137390137,
558,Beter,5,2025-01-21,Bank of Abyssinia,Google Play,POSITIVE,0.6771946549415588,
559,Boa,4,2025-01-18,Bank of Abyssinia,Google Play,NEGATIVE,0.7410539388656616,
560,በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia,Google Play,NEGATIVE,0.9979276657104492,
561,Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia,Google Play,POSITIVE,0.6127515435218811,
562,😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
563,Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia,Google Play,NEGATIVE,0.9997913241386414,
564,I love it,5,2025-01-14,Bank of Abyssinia,Google Play,POSITIVE,0.9998799562454224,
565,It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia,Google Play,NEGATIVE,0.9985793828964233,
566,Good🙏,5,2025-01-12,Bank of Abyssinia,Google Play,NEGATIVE,0.6970564723014832,
567,Like to much,5,2025-01-11,Bank of Abyssinia,Google Play,POSITIVE,0.9997984766960144,
568,Thank you,5,2025-01-10,Bank of Abyssinia,Google Play,POSITIVE,0.9998352527618408,
569,Perfect,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998517036437988,
570,The best of best,5,2025-01-09,Bank of Abyssinia,Google Play,POSITIVE,0.9998393058776855,
571,I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9016596674919128,
572,Great 👍,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997692704200745,
573,Fast and suitable for the customers.,5,2025-01-04,Bank of Abyssinia,Google Play,POSITIVE,0.9997920393943787,
574,Good app and helpful,5,2025-01-03,Bank of Abyssinia,Google Play,POSITIVE,0.9998565912246704,
575,"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Bank of Abyssinia,Google Play,NEGATIVE,0.9978498220443726,
576,By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9992759823799133,
577,It doesn't work at all.,2,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9997771382331848,
578,this app is not available,1,2025-01-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9997593760490417,
579,Wow what amazing,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.9998555183410645,
580,love it,5,2024-12-30,Bank of Abyssinia,Google Play,POSITIVE,0.9998753070831299,
581,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9733066558837891,
582,Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia,Google Play,NEGATIVE,0.9906971454620361,
583,It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9998070597648621,
584,Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia,Google Play,NEGATIVE,0.7652373909950256,
585,Nice,5,2024-12-26,Bank of Abyssinia,Google Play,POSITIVE,0.9998552799224854,
586,When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia,Google Play,NEGATIVE,0.9997933506965637,
587,አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia,Google Play,NEGATIVE,0.8616330027580261,
588,Not that much bad,3,2024-12-22,Bank of Abyssinia,Google Play,POSITIVE,0.9988158941268921,
589,Fine,5,2024-12-21,Bank of Abyssinia,Google Play,POSITIVE,0.9998335838317871,
590,The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia,Google Play,NEGATIVE,0.995487630367279,
591,Nic ap,5,2024-12-19,Bank of Abyssinia,Google Play,POSITIVE,0.9873360991477966,
592,The forest app ever,1,2024-12-19,Bank of Abyssinia,Google Play,POSITIVE,0.9840954542160034,
593,"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia,Google Play,NEGATIVE,0.9967040419578552,
594,Bank of abissena,1,2024-12-17,Bank of Abyssinia,Google Play,POSITIVE,0.9480117559432983,
595,"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia,Google Play,NEGATIVE,0.9888866543769836,
596,GOOD,5,2024-12-15,Bank of Abyssinia,Google Play,POSITIVE,0.9998161196708679,
597,The worst banking app ever. Never works!,1,2024-12-14,Bank of Abyssinia,Google Play,NEGATIVE,0.9998007416725159,
598,Poorly functioning app,3,2024-12-13,Bank of Abyssinia,Google Play,NEGATIVE,0.999775230884552,
599,Very nice,5,2024-12-13,Bank of Abyssinia,Google Play,POSITIVE,0.9998563528060913,
600,Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia,Google Play,NEGATIVE,0.9998007416725159,
601,It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia,Google Play,NEGATIVE,0.9997615218162537,
602,"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia,Google Play,POSITIVE,0.9543285369873047,
603,"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia,Google Play,NEGATIVE,0.9997000694274902,
604,Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia,Google Play,NEGATIVE,0.9941067695617676,
605,It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia,Google Play,NEGATIVE,0.9996792078018188,
606,My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia,Google Play,POSITIVE,0.9926175475120544,
607,"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia,Google Play,NEGATIVE,0.9998001456260681,
608,I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia,Google Play,POSITIVE,0.8064292669296265,
609,This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia,Google Play,NEGATIVE,0.9997996687889099,
610,exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia,Google Play,NEGATIVE,0.9944479465484619,
